0.667,-0.147,9.856,-0.001,0.006,-0.021
0.677,-0.147,9.846,-0.001,0.007,-0.020
0.677,-0.147,9.846,-0.001,0.008,-0.021
0.677,-0.157,9.836,-0.001,0.009,-0.020
0.667,-0.157,9.846,-0.002,0.010,-0.019
0.677,-0.127,9.865,-0.003,0.011,-0.020
0.647,-0.226,9.816,-0.004,0.012,-0.017
0.618,-0.216,9.816,-0.007,0.013,-0.021
0.598,-0.186,9.836,-0.006,0.014,-0.026
0.618,-0.226,9.856,-0.007,0.013,-0.030
0.628,-0.186,9.856,-0.008,0.011,-0.037
0.608,-0.206,9.846,-0.011,0.010,-0.038
0.618,-0.186,9.856,-0.010,0.010,-0.040
0.608,-0.186,9.856,-0.011,0.008,-0.042
0.608,-0.206,9.846,-0.014,0.008,-0.045
0.618,-0.196,9.846,-0.014,0.007,-0.051
0.628,-0.216,9.846,-0.013,0.006,-0.053
0.618,-0.206,9.846,-0.016,0.006,-0.055
0.637,-0.196,9.856,-0.016,0.007,-0.057
0.637,-0.216,9.865,-0.015,0.007,-0.059
0.628,-0.216,9.865,-0.015,0.008,-0.060
0.618,-0.216,9.865,-0.016,0.010,-0.063
0.637,-0.216,9.865,-0.016,0.011,-0.066
0.637,-0.216,9.856,-0.017,0.012,-0.066
0.628,-0.206,9.865,-0.018,0.012,-0.067
0.618,-0.216,9.856,-0.019,0.013,-0.068
0.608,-0.216,9.875,-0.021,0.013,-0.070
0.608,-0.226,9.865,-0.022,0.012,-0.072
0.598,-0.226,9.865,-0.022,0.012,-0.073
0.608,-0.216,9.865,-0.022,0.011,-0.073
0.618,-0.235,9.865,-0.024,0.010,-0.075
0.618,-0.245,9.865,-0.025,0.008,-0.076
0.608,-0.255,9.856,-0.026,0.007,-0.078
0.608,-0.245,9.856,-0.027,0.006,-0.079
0.608,-0.255,9.856,-0.027,0.007,-0.080
0.608,-0.255,9.856,-0.027,0.007,-0.082
0.618,-0.275,9.865,-0.028,0.008,-0.083
0.608,-0.275,9.865,-0.028,0.008,-0.084
0.608,-0.284,9.856,-0.027,0.008,-0.086
0.608,-0.284,9.846,-0.027,0.009,-0.087
0.598,-0.284,9.856,-0.026,0.008,-0.088
